date,open,high,low,close,volume
2018-06-20,537.44,542.29,516.97,536.3,13158.58700504
2018-06-21,535.99,545.23,521.04,525.27,12803.86678302
2018-06-22,525.15,526.27,449.91,462.86,51972.45568181
2018-06-23,463.1,482.53,457.16,475.35,7043.55784782
2018-06-24,474.84,476.42,421.0,455.27,26971.1966446
2018-06-25,454.06,474.69,445.0,458.48,25796.11938537
2018-06-26,458.48,461.65,428.87,429.73,23672.14980467
2018-06-27,429.99,446.66,420.0,441.55,19038.19842929
2018-06-28,441.05,443.67,417.0,420.51,11044.7189923
2018-06-29,420.26,442.08,404.98,434.4,22951.40041736
2018-06-30,435.05,463.0,435.04,453.84,17994.04865892
2018-07-01,453.58,456.99,444.33,452.42,11857.33672789
2018-07-02,452.05,481.7,443.28,475.63,26051.76513662
2018-07-03,476.66,486.99,459.66,460.89,16389.19073747
2018-07-04,461.22,482.2,451.06,466.99,16081.83063663
2018-07-05,466.44,479.05,457.37,467.98,14252.21211296
2018-07-06,467.98,477.0,450.08,469.99,9005.82993944
2018-07-07,469.79,487.0,461.26,485.68,7700.5019545
2018-07-08,484.64,495.48,481.92,485.52,8879.97067382
2018-07-09,485.5,488.64,468.17,471.76,12176.43852642
2018-07-10,471.83,473.48,426.95,433.24,32529.14206712
2018-07-11,433.26,447.1,424.89,444.34,11055.06459358
2018-07-12,444.91,445.92,417.37,430.57,13839.7578669
2018-07-13,431.48,442.4,424.0,433.43,11426.96539586
2018-07-14,432.92,439.99,428.2,433.37,3707.71122728
2018-07-15,433.4,454.94,431.05,449.54,11051.79703178
2018-07-16,449.7,480.0,444.02,478.0,17599.97776242
2018-07-17,478.03,511.44,465.75,498.9,27583.61858115
2018-07-18,498.34,514.94,469.06,479.47,17950.88024305
2018-07-19,477.84,483.73,462.45,468.58,9223.82010494
2018-07-20,468.15,469.66,441.0,447.34,11213.46725168
2018-07-21,448.16,468.68,441.33,461.39,5795.98162048
2018-07-22,460.73,471.51,453.0,457.0,5169.70484523
2018-07-23,456.93,469.51,445.74,449.73,11768.87517474
2018-07-24,449.73,483.24,448.01,479.58,15138.00671925
2018-07-25,479.0,484.64,463.1,471.33,11699.12910125
2018-07-26,471.14,484.14,459.57,461.98,10386.11931282
2018-07-27,461.99,474.61,455.8,469.21,10102.08153995
2018-07-28,469.78,472.0,461.11,469.0,2160.22879615
2018-07-29,468.17,471.97,461.8,466.47,2204.2371181
2018-07-30,465.77,469.06,445.5,456.97,10719.74424652
2018-07-31,455.72,457.23,427.3,432.29,16276.38258067
2018-08-01,432.15,434.41,407.49,420.06,17818.571032
2018-08-02,419.85,424.85,407.33,410.56,14313.30483825
2018-08-03,410.53,419.88,397.41,416.91,15210.81772384
2018-08-04,417.02,418.99,401.16,406.54,10050.633231
2018-08-05,406.54,413.58,400.36,408.97,7449.32778555
2018-08-06,408.34,412.99,400.59,404.25,9716.06621549
2018-08-07,404.93,410.67,369.22,378.3,22084.42754307
2018-08-08,377.84,381.52,347.62,355.59,38217.34324949
2018-08-09,355.61,370.43,350.84,363.52,30689.28482151
2018-08-10,363.96,366.23,326.0,331.63,21295.27015464
2018-08-11,331.58,332.84,305.2,317.5,28984.52472256
2018-08-12,317.44,328.69,314.01,318.08,15797.54254035
2018-08-13,318.47,321.86,281.07,283.95,35376.52775907
2018-08-14,283.95,283.96,250.54,277.83,93651.35908556
2018-08-15,278.24,305.76,276.87,281.17,36888.34393389
2018-08-16,281.17,298.97,278.14,286.62,26607.60802578
2018-08-17,286.63,318.53,285.11,317.43,38560.07294883
2018-08-18,317.72,321.18,282.67,293.83,28432.1355723
2018-08-19,293.83,306.65,289.13,299.97,15283.58803935
2018-08-20,299.43,303.99,269.35,270.85,24070.61043077
2018-08-21,271.01,285.71,269.73,281.25,17859.53851774
2018-08-22,281.32,298.89,258.99,269.99,28132.20863751
2018-08-23,270.45,280.65,268.17,275.72,17426.25007957
2018-08-24,276.06,283.72,270.01,280.9,12600.89192509
2018-08-25,281.07,283.14,276.2,277.99,2568.83887613
2018-08-26,277.81,277.94,269.61,274.69,6441.84599285
2018-08-27,274.2,288.25,271.3,287.99,12957.6083794
2018-08-28,287.98,297.97,282.5,295.9,18066.32114181
2018-08-29,295.47,297.04,284.0,288.34,10750.94124916
2018-08-30,288.7,290.81,272.23,284.21,21610.45952728
2018-08-31,283.89,284.93,276.23,281.49,13576.45206673
2018-09-01,281.47,302.66,281.47,295.45,13507.20537869
2018-09-02,295.11,299.16,288.78,294.75,13789.70318477
2018-09-03,294.99,296.38,285.0,288.85,14272.20894254
